primaryTitle,genres,startYear
Baby Doll,"Comedy,Crime",2020
Timbuktu,"Drama,War",2014
Brahmalokam to Yamalokam Via Bhoolokam,Comedy,2010
Rocky Handsome,"Action,Crime,Drama",2016
The Divergent Series: Allegiant,"Action,Adventure,Fantasy",2016
All Creatures Big And Small,"Adventure,Animation,Comedy",2015
Ferdinand,"Adventure,Animation,Comedy",2017
Tamako Love Story,"Animation,Comedy,Drama",2014
Thunive Thunai,\N,1976
Rabbit,"Horror,Mystery,Thriller",2017
Okato Number Kurraadu,Romance,2002
Mahabharat,"Action,Adventure,Animation",2013
A Monster Calls,"Adventure,Drama,Family",2016
Hot Summer Nights,"Crime,Drama,Romance",2017
The Independent,"Crime,Mystery,Thriller",2022
What We Do in the Shadows,"Comedy,Horror",2014
Ice Age: Collision Course,"Adventure,Animation,Comedy",2016
Drishyam,"Crime,Drama,Mystery",2013
Shrew's Nest,"Drama,Horror,Thriller",2014
Pocket Listing,"Action,Comedy,Crime",2015
One Less God,"Drama,Thriller",2017
Thirudi,\N,1974
Finch,"Adventure,Drama,Sci-Fi",2021
Thirumannam Ennum Nikkah,Romance,2014
Flower & Snake: Zero,"Horror,Thriller",2014
Bangistan,"Comedy,Drama",2015
Vegam,Thriller,2014
Jodi No.1,Romance,2003
Meendum Vazhven,\N,1971
Madha Yaanai Koottam,"Drama,Thriller",2013
The Boogeyman,"Horror,Mystery,Thriller",2023
Anandamanandamaye,Romance,2004
Puttintiki Raa Chelli,"Drama,Family",2004
Jungle Ki Hasina,"Action,Adventure",1990
Happy,"Comedy,Drama,Romance",2015
Swamy,Action,2004
Pithavum Kanyakayum,Drama,2013
Mastram,"Biography,Drama",2013
Basanti,Action,2014
Return of the River,"Documentary,Drama,History",2014
Malibu Crush,Comedy,2022
Apur Panchali,"Drama,Family,History",2013
Before Someone Gets Hurt,Horror,2018
Abducted in Plain Sight,"Crime,Documentary",2017
Time Pass,"Comedy,Fantasy,Romance",2014
Detective Byomkesh Bakshy!,"Action,Crime,Drama",2015
Matilda: The Musical,"Comedy,Drama,Family",2022
Manjhi: The Mountain Man,"Biography,Drama",2015
The Dead the Damned and the Darkness,"Action,Horror,Thriller",2014
Darr @ the Mall,"Horror,Thriller",2014
War for the Planet of the Apes,"Action,Adventure,Drama",2017
High Strung,"Drama,Music,Romance",2016
Nayakudu,Action,2005
The Garden Left Behind,Drama,2019
Bhama Kalapam,Romance,2005
Meenakshi,Romance,2005
Prem Daan,Romance,1992
Malaikottai,Action,2007
Patient Zero,"Action,Drama,Horror",2018
Dude,"Comedy,Drama",2018
Brabançonne,Musical,2014
The Notorious Mr. Bout,Documentary,2014
The Hateful Eight,"Crime,Drama,Mystery",2015
The Blue Elephant,"Crime,Drama,Horror",2014
Unforgettable,"Drama,Thriller",2017
Haunting of the Queen Mary,"Drama,Horror,Mystery",2023
The Lobster,"Drama,Romance,Sci-Fi",2015
Palm Swings,"Comedy,Drama,Romance",2020
88,"Action,Thriller",2015
Karle Pyaar Karle,"Action,Romance",2014
Vaayai Moodi Pesavum,"Comedy,Drama,Romance",2014
Dragons of Camelot,Fantasy,2014
Which Brings Me to You,"Comedy,Drama,Romance",2023
Despicable Me 3,"Adventure,Animation,Comedy",2017
Phantom,"Action,Drama,Thriller",2015
Rise of the Legend,"Action,Biography,Drama",2014
Órbita 9,"Drama,Sci-Fi,Thriller",2017
Sing,"Animation,Comedy,Family",2016
Agoraphobia,"Horror,Mystery,Thriller",2015
Rukhwat,"Drama,Mystery",2024
House of Secrets,"Mystery,Thriller",2014
Casa Grande,"Drama,Romance",2014
Jungle Ki Hasina,Action,1969
Kaun Kitney Paani Mein,"Comedy,Drama,Family",2015
Only You,"Action,Drama,Romance",2014
Teenkahon,"Comedy,Drama,Mystery",2014
Vice,"Action,Sci-Fi,Thriller",2015
Black Widow,"Action,Adventure,Sci-Fi",2021
Inconceivable,"Drama,Thriller",2017
Hamari Adhuri Kahani,"Drama,Romance",2015
Bewakoofiyaan,"Comedy,Drama,Romance",2014
Raja Natwarlal,"Crime,Thriller",2014
The Pirates,"Action,Adventure,Comedy",2014
Relentless,Thriller,2018
Malevolence 3: Killer,Horror,2018
10.0 Earthquake,"Action,Adventure,Drama",2014
The Walk,"Adventure,Biography,Drama",2015
Decadencia,"Drama,Romance",2015
Mardaani,"Action,Crime,Drama",2014
Fan,"Action,Drama,Thriller",2016
My Big Fat Bride,"Comedy,Drama,Romance",2015
Captain America: Civil War,"Action,Sci-Fi",2016
Race,"Biography,Drama,Sport",2016
Hercules Reborn,"Action,Adventure",2014
Security,"Action,Crime,Thriller",2017
Rz-9,"Action,Sci-Fi",2015
Thor: Ragnarok,"Action,Adventure,Comedy",2017
Hawaa Hawaai,"Drama,Family,Sport",2014
Deadtectives,"Comedy,Horror",2018
The Whole Truth,"Crime,Drama,Mystery",2016
Zulmi Shikari,Action,1988
1983,"Drama,Sport",2014
Cheti Ka Poster,Drama,1987
Passage of the River,Drama,2024
Ek Mousam Chota Sa,Drama,1973
Spy Time,"Action,Comedy,Thriller",2015
Lajwanti,"Drama,Romance",2014
The Lego Movie 2: The Second Part,"Adventure,Animation,Comedy",2019
Chip 'n Dale: Rescue Rangers,"Action,Adventure,Animation",2022
Richard Jewell,"Biography,Crime,Drama",2019
Two 4 One,"Comedy,Drama",2014
Miss Granny,"Comedy,Fantasy,Music",2014
The Free World,"Drama,Romance",2016
Ohm Shanthi Oshaana,"Comedy,Romance",2014
Mine 9,"Drama,Thriller",2019
Priyathama Neevachata Kushalama,Romance,2013
Eva Braun,Drama,2014
War Path,"Action,Crime",2019
The Disaster Artist,"Biography,Comedy,Drama",2017
Moana,"Adventure,Animation,Comedy",2016
Out of Time,"Horror,Mystery,Sci-Fi",2021
Mechanic: Resurrection,"Action,Adventure,Thriller",2016
Goli Soda,"Action,Drama",2014
Pulivaal,"Comedy,Thriller",2014
Adolf Hitler: The Greatest Story Never Told,"Biography,Documentary,History",2013
The Incident,"Sci-Fi,Thriller",2014
Insane,"Action,Comedy,Crime",2015
My Little Pony: Equestria Girls - Rainbow Rocks Animated,"Adventure,Animation,Comedy",2014
ToY,"Drama,Romance",2016
"Hussein, Who Said No","Drama,History,War",2014
Nerve,"Adventure,Crime,Drama",2016
Bhoothnath Returns,"Comedy,Drama,Fantasy",2014
American Made,"Action,Comedy,Crime",2017
Brothers of the Wind,"Adventure,Drama,Family",2015
Messi,"Biography,Documentary,Sport",2014
Kotigobba 2,"Action,Drama,Thriller",2016
The Admiral: Roaring Currents,"Action,History,War",2014
Line of Duty,"Action,Crime,Thriller",2019
Akron,"Drama,Romance",2015
Sing Street,"Comedy,Drama,Music",2016
Empire of Lust,"Action,Drama,Romance",2015
Cut Throat City,"Action,Crime,Drama",2020
All Is Well,"Comedy,Drama,Romance",2015
Ayyappa Swamy Mahatyam,Drama,1989
Innocent Crush,"Drama,Romance,Thriller",2014
Chasing Wonders,Drama,2020
My Brother's Name Is Robert and He Is an Idiot,"Crime,Drama",2018
Vash Level 2,"Horror,Thriller",2025
Whiskey Tango Foxtrot,"Biography,Comedy,Drama",2016
Captain Fantastic,"Adventure,Comedy,Drama",2016
Space Jam: A New Legacy,"Adventure,Animation,Comedy",2021
Khoobsurat,"Comedy,Romance",2014
Legend,"Action,Drama",2014
Boologam,Action,2015
The Salamander,Drama,2021
Shakthi Thirumagan,"Action,Drama,Thriller",2025
Uncaged,"Comedy,Horror,Thriller",2016
Anjaan,"Action,Crime,Drama",2014
Girls Trip,"Adventure,Comedy,Drama",2017
Thegidi,"Crime,Mystery,Thriller",2014
A Minecraft Movie,"Action,Adventure,Comedy",2025
Red Dog: True Blue,"Comedy,Drama,Family",2016
The Visit,"Horror,Mystery,Thriller",2015
Stratton,"Action,Adventure,Thriller",2017
Yehi Hai High Society,"Drama,Mystery,Thriller",2005
Legend,"Biography,Crime,Drama",2015
Jigarthanda,"Comedy,Crime,Drama",2014
Naan Sigappu Manithan,"Action,Crime,Drama",2014
Gajakesari,"Action,Romance",2014
Nimirndhu Nil,Drama,2014
Madha Gaja Raja,"Action,Comedy",2025
Blood Brothers,"Drama,Horror,Thriller",2015
Chirodini Tumi Je Amar 2,Drama,2014
Hot Young Bloods,"Comedy,Drama,Romance",2014
Ek Paglee Ki Kahani,Family,2025
West Side Story,"Crime,Drama,Musical",2021
Deadly Soma,Crime,2005
Mermaid Down,"Fantasy,Horror,Mystery",2019
Monster,"Action,Drama,Thriller",2014
Global Baba,Thriller,2016
Bey Yaar,"Comedy,Drama,Family",2014
Teen Talaaq,Family,\N
Prem Ratan Dhan Payo,"Action,Drama,Musical",2015
Mercenaries,"Action,Adventure",2014
Knock Knock,"Crime,Thriller",2015
Mr. Fraud,"Action,Crime,Thriller",2014
Cars 3,"Adventure,Animation,Comedy",2017
Incredibles 2,"Action,Adventure,Animation",2018
Punjab 1984,"Drama,Family,History",2014
Outlaw Dafa 219,"Action,Crime,Drama",2025
Gaiir,Mystery,2009
Bank Chor,"Action,Comedy,Thriller",2017
The Grudge,"Fantasy,Horror",2019
Within,"Horror,Thriller",2016
Love Slave,Comedy,2014
Mommy,Drama,2014
Ankhon Dekhi,"Comedy,Drama",2013
eHero,"Drama,Sport",2018
The Wave,"Action,Drama,Thriller",2015
Pratigya 2,Action,2014
Private Detective,Thriller,1962
Creature,"Action,Horror,Sci-Fi",2014
Lulu,Drama,2014
A Peeping Hole,"Comedy,Mystery,Romance",2014
Don't Fuck in the Woods,Horror,2016
Happy Birthday,"Comedy,Horror,Thriller",2016
Paper Towns,"Adventure,Comedy,Drama",2015
Pratigya,"Action,Drama",2008
Enthralled,Drama,2014
Vacation Friends,"Adventure,Comedy",2021
Kacheri Arambam,"Action,Comedy,Drama",2010
The Girl on the Train,"Crime,Drama,Mystery",2016
Samrat & Co.,"Mystery,Thriller",2014
Rudra,Action,2025
Katputtli,"Mystery,Thriller",2006
In Search of the Sky,Drama,2025
Allied,"Action,Drama,Romance",2016
Zagros,Drama,2017
The Xpose,"Drama,Mystery,Romance",2014
Tenaliraman,"Comedy,History",2014
Body of Deceit,"Mystery,Romance,Thriller",2017
Attack on Titan: The Wings of Freedom,"Action,Animation,Fantasy",2015
Roh's Beauty,Drama,2014
Rape Zombie: Lust of the Dead 4,Horror,2014
Jai Maa Vaishno Devi,"Drama,Fantasy",1994
The Blackout Experiment,"Drama,Horror,Thriller",2021
The Martian,"Adventure,Drama,Sci-Fi",2015
Erotica,Drama,2008
The Dig,"Biography,Drama,History",2021
Gangster,"Action,Crime,Thriller",2014
7th Day,"Mystery,Thriller",2014
One More Time,"Comedy,Drama,Music",2015
Belzebuth,Horror,2017
Union Bound,"Action,Drama,History",2016
Boss,Action,2013
Bangalore Days,"Comedy,Drama,Romance",2014
S. P. Bhargavi,Action,1991
Jhumka,Action,1995
Play Girls,Thriller,1995
Dragon Blade,"Action,Drama,History",2015
Chal Kanvariya Shiv Ke Dham,Drama,1996
Jai Dakshineshwar Kali Maa,Drama,1996
That Lovely Girl,Drama,2014
Maidan,Documentary,2014
The Kidnapping of Edgardo Mortara,"Drama,History",\N
Badlapur,"Action,Crime,Drama",2015
Humpty Sharma Ki Dulhania,"Comedy,Drama,Romance",2014
Any Body Can Dance 2,"Biography,Drama,Music",2015
Kisi Ka Bhai Kisi Ki Jaan,"Action,Comedy,Drama",2023
Dishoom,"Action,Adventure,Comedy",2016
Purani Jeans,"Drama,Romance",2014
Uttama Villain,"Comedy,Drama,Musical",2015
Yaamirukka Bayamey,"Comedy,Horror",2014
Mundasupatti,"Comedy,Drama,Romance",2014
Saivam,"Drama,Family",2014
Vallavanukku Pullum Aayudham,Comedy,2014
Arima Nambi,Thriller,2014
Irumbu Kuthirai,"Action,Drama",2014
Bridge of Spies,"Drama,History,Thriller",2015
Deyyam,Horror,2021
Fugly,"Comedy,Drama,Thriller",2014
Ibiza,"Comedy,Romance",2018
3 Idiots,Comedy,2017
1 by Two,Thriller,2014
Ennamo Nadakkudhu,"Action,Crime,Thriller",2014
The Misfits Club,"Drama,Romance",2014
Baphomet,"Horror,Thriller",2021
The BFG,"Adventure,Family,Fantasy",2016
Black Rider,"Action,Drama",1960
The Forgiven,Drama,2021
Singh Is Bliing,"Action,Comedy,Drama",2015
Kabaddi,"Comedy,Drama,Romance",2014
The Possession Experiment,"Horror,Thriller",2016
A Hard Day,"Action,Crime,Thriller",2014
Gangnam 1970,"Action,Crime,Drama",2015
Yaara,Action,2020
Heidi,"Drama,Family",2015
Jhola,"Drama,History",2013
The Other Side of the Door,"Horror,Thriller",2016
Standoff,"Action,Crime,Drama",2016
Remember,"Drama,Mystery,Thriller",2015
Vincent N Roxxy,"Crime,Drama,Thriller",2016
Elvis,"Biography,Drama,Music",2022
Arundhati,Drama,2014
Moontrap: Target Earth,"Action,Adventure,Horror",2017
All the Old Knives,"Mystery,Thriller",2022
Mine,"Drama,Thriller,War",2016
By the Sea,"Drama,Romance",2015
Janis: Little Girl Blue,"Biography,Documentary,Music",2015
CityLights,"Drama,Thriller",2014
The Kindergarten Teacher,Drama,2014
Sathuranga Vettai,"Crime,Thriller",2014
Unfriended,"Drama,Fantasy,Horror",2014
Pyasi Chudail,Horror,1998
Bhoot Ka Darr,Horror,1999
Elle,"Action,Crime,Drama",2016
Court,Drama,2014
Underworld: Blood Wars,"Action,Crime,Drama",2016
Refugiado,"Drama,Thriller",2014
Power Rangers,"Action,Adventure,Fantasy",2017
The Last: Naruto the Movie,"Action,Adventure,Animation",2014
Pyasi Padosan,Thriller,1999
American Honey,"Adventure,Drama,Romance",2016
Gringo,"Action,Comedy,Crime",2018
Revolt,"Action,Adventure,Sci-Fi",2017
Poga,Horror,2014
Kanchana 2,"Comedy,Horror",2015
Pups United,Family,2015
Mastizaade,Comedy,2016
Hrudaya Kaleyam,Comedy,2014
Anonymous Killers,"Crime,Horror,Thriller",2020
Adhyaksha,"Comedy,Drama,Romance",2014
Time Will Tell,"Drama,Sci-Fi,Thriller",2018
The Perfect Girl,Romance,2015
Kong: Skull Island,"Action,Adventure,Fantasy",2017
Jatt James Bond,Comedy,2014
Adhuri Suhagraat,Drama,2000
Baaghi Aurat,Drama,2000
The Cleanse,"Comedy,Drama,Fantasy",2016
Ghoomketu,Comedy,2020
Cordelia,"Drama,Horror,Thriller",2019
Bajirao Mastani,"Action,Drama,History",2015
Drishya,"Drama,Thriller",2014
The Yellow Birds,"Drama,War",2017
Aindhaam Thalaimurai Sidha Vaidhiya Sigamani,Comedy,2014
Naked Ambition 2,Comedy,2014
Bare,"Drama,Romance",2015
Godzilla: King of the Monsters,"Action,Adventure,Fantasy",2019
Lion,"Biography,Drama",2016
NH 10,"Action,Crime,Drama",2015
Vendetta,"Action,Drama",2015
Meleklerin Mucizesi,"Comedy,Romance",2014
Bollywood Villa,Thriller,2014
Gerald's Game,"Drama,Horror,Thriller",2017
Mudhal Etcharikkai,Thriller,1999
Kachche Rishtey,Thriller,2000
Rogue One: A Star Wars Story,"Action,Adventure,Sci-Fi",2016
The Wife,Drama,2017
The Weather Inside,Drama,2015
Rendez-Vous,"Drama,Romance",2015
Jungle,"Adventure,Biography,Drama",2017
Ferrari,"Biography,Drama,History",2023
The Ice Road,"Action,Adventure,Thriller",2021
Polaris,Drama,\N
Betting on Zero,Documentary,2016
Vallakottai,Action,2010
T: Ghosts in the Machine,"Drama,Thriller",2017
The Last Game,"Action,Crime",2018
The Equalizer 2,"Action,Crime,Mystery",2018
"Hello, My Name Is Doris","Comedy,Drama,Romance",2015
Piku,"Comedy,Drama",2015
Body Keepers,Thriller,2018
Shivaay,"Action,Crime,Drama",2016
Snowden,"Biography,Crime,Drama",2016
Love,"Drama,Romance",2015
They Call Me Jeeg Robot,"Action,Comedy,Drama",2015
I Am a Hero,"Action,Comedy,Horror",2015
Mammal,"Drama,Romance",2016
Solo: A Star Wars Story,"Action,Adventure,Sci-Fi",2018
Mirchi Lanti Kurradu,Romance,2015
La La Land,"Comedy,Drama,Music",2016
Paulina,"Drama,Thriller",2015
Snuff Reel: When Death Becomes Art,Thriller,2015
The Brand New Testament,"Comedy,Drama,Fantasy",2015
The Escort,"Comedy,Drama,Romance",2015
Pizza,"Horror,Mystery,Thriller",2014
Sonic the Hedgehog,"Action,Adventure,Comedy",2020
Roar: Tigers of the Sundarbans,"Action,Adventure,Sci-Fi",2014
Main Hoon Rajinikanth,Comedy,2015
The Choice,"Drama,Romance",2016
Kissebaaz,"Action,Comedy,Crime",2019
Dombivli Return,"Drama,Thriller",2019
Sexo Salvaje,Drama,2015
The Kissing Booth,"Comedy,Romance",2018
6 Years,"Drama,Romance",2015
The Nice Guys,"Action,Comedy,Crime",2016
Fidelio: Alice's Odyssey,"Drama,Romance",2014
Kaththi,"Action,Drama",2014
Operation Parindey,"Action,Drama,Thriller",2020
Brothers,"Action,Drama,Sport",2015
Govindudu Andari Vaadele,"Action,Comedy,Drama",2014
Puli,"Action,Adventure,Fantasy",2015
As a Prelude to Fear,"Horror,Mystery,Thriller",2022
Red Rain,"Horror,Sci-Fi",2013
To My Beloved,"Drama,Thriller",2015
Revenge of the Tigress,Action,2001
Chehra Maut Ka,Horror,2001
Clowntergeist,"Crime,Horror,Thriller",2017
Minimalism: A Documentary About the Important Things,Documentary,2015
Drushyam,"Crime,Drama,Mystery",2014
Nee Jathaga Nenundali,Romance,2014
Too Close to Our Son,Drama,2015
Malignant,"Crime,Horror,Mystery",2021
Khajuraho: The Tale of Love,Thriller,2001
Meri Dhoti Tera Ghagra,Comedy,2001
Ranna,"Action,Comedy,Drama",2015
All American Bikini Car Wash,Comedy,2015
Madras,"Action,Drama",2014
Velaiyilla Pattathari,"Action,Comedy,Drama",2014
Sandamarutham,"Action,Thriller",2015
Little Bird's Big Adventure,"Adventure,Animation,Comedy",2017
Love Sonia,Drama,2018
Sarabham,Mystery,2014
Big Time Adolescence,"Comedy,Drama",2019
Lust Life Love,"Drama,Romance",2021
Invasion Planet Earth,"Action,Adventure,Drama",2019
Lost & Found,"Adventure,Drama,Family",2016
The Predator,"Action,Adventure,Sci-Fi",2018
Only the Brave,"Action,Biography,Drama",2017
Moon on the Man,"Documentary,Drama",\N
Monologues of an Indian Sex Maniac,\N,\N
Cabin Fever,"Horror,Sci-Fi,Thriller",2016
The Outpost,"Action,Drama,History",2019
Yeh Dil Bill,"Comedy,Romance",2025
Oohalu Gusagusalade,"Comedy,Romance",2014
Shamitabh,Drama,2015
Bang Gang: A Modern Love Story,"Drama,Romance",2015
Infinity Chamber,"Sci-Fi,Thriller",2016
Two/One,"Drama,Fantasy",2019
The Overnight,"Comedy,Mystery",2015
Main Hoon Kunwari Dulhan,"Comedy,Drama,Romance",1984
Seoul Station,"Action,Animation,Horror",2016
Deja Vu,"Sci-Fi,Thriller",2021
To All the Boys I've Loved Before,"Comedy,Drama,Romance",2018
Ekkees Toppon Ki Salaami,Comedy,2014
Kill Order,"Action,Sci-Fi",2017
Pehli Suhagraat,Thriller,2001
Queen of Khajuraho,Thriller,2001
Rakhail No 1,"Comedy,Crime,Drama",1985
The Shaukeens,Comedy,2014
Baby,"Action,Thriller",2015
Mr. X,"Action,Drama,Sci-Fi",2015
Dope,"Adventure,Comedy,Crime",2015
Alludu Seenu,Comedy,2014
Krampus,"Comedy,Fantasy,Horror",2015
Lai Bhaari,"Action,Drama",2014
Vatsyayana Kamasutra,"Drama,Romance,Thriller",2001
Bhagwat Chapter One: Raakshas,"Crime,Thriller",2025
Mune: Guardian of the Moon,"Adventure,Animation,Comedy",2014
Truth,"Biography,Drama,History",2015
Gates of Darkness,"Drama,Horror,Mystery",2019
The Bronze,"Comedy,Drama,Sport",2015
Triumph,Drama,2021
Mohenjo Daro,"Action,Adventure,Drama",2016
Cargo,"Drama,Horror,Sci-Fi",2017
Dumbo,"Adventure,Animation,Family",2019
Kempe Gowda 2,"Action,Thriller",2019
"Love, Sex, and Elections",Comedy,2026
Bajrangi Bhaijaan,"Action,Adventure,Comedy",2015
Raajadhaani,Drama,2011
Natasha,Drama,2015
Lav Kush,Fantasy,1974
Astu - So Be It,"Drama,Family",2013
The Boss Baby,"Adventure,Animation,Comedy",2017
Saat Bhai Champa,"Drama,Family,Fantasy",1978
Dangerous,"Action,Thriller",2021
Dandupalya,"Crime,Drama",2012
Stronger,"Biography,Drama",2017
We,"Adventure,Biography,Drama",2018
The Boy,"Horror,Mystery,Thriller",2016
The Spine of Night,"Action,Adventure,Animation",2021
Ice Cream,"Horror,Thriller",2014
Karthikeya,"Mystery,Thriller",2014
Meagamann,"Action,Drama",2014
Munnariyippu,"Drama,Thriller",2014
Khamoshiyan,"Drama,Horror,Romance",2015
Dabbe 5: Curse of the Jinn,Horror,2014
Baby Driver,"Action,Crime,Drama",2017
Leave No Trace,"Adventure,Drama",2018
Reevolution,"Action,Crime,Drama",2017
Locust,"Crime,Drama,Thriller",2014
Vikramadithyan,Drama,2014
Seeds,"Horror,Thriller",2018
Guardians of the Galaxy Vol. 2,"Action,Adventure,Comedy",2017
Raluca,"Crime,Drama,Thriller",2014
Hounds of Love,"Crime,Drama,Thriller",2016
The Breadwinner,"Animation,Drama,War",2017
Vigilante Diaries,"Action,Crime,Thriller",2016
Tipu Sultan,Action,1959
The Night We Met,Romance,2019
The Neighbor,"Romance,Thriller",2017
All the Bright Places,"Drama,Romance",2020
Deadly Crush,"Horror,Romance",2018
Talk Back and You're Dead,"Action,Comedy,Drama",2014
A Woman at Night,"Drama,Mystery",2021
The Turn Out,Drama,2018
Puss in Boots: The Last Wish,"Action,Adventure,Animation",2022
Run Raja Run,Comedy,2014
Rabhasa,"Action,Comedy",2014
An Insignificant Man,"Documentary,Thriller",2016
Pokémon the Movie: Diancie and the Cocoon of Destruction,"Action,Adventure,Animation",2014
Deya Neya,Drama,1963
Jungle Hero,"Action,Adventure,Comedy",2002
How to Plan an Orgy in a Small Town,"Comedy,Drama",2015
Megha,"Romance,Thriller",2014
Brian Banks,"Biography,Drama,Sport",2018
Muhammad: The Messenger of God,"Biography,Drama,History",2015
Headless,Horror,2015
The Siege of Jadotville,"Action,Drama,Thriller",2016
The Space Between Us,"Drama,Romance,Sci-Fi",2017
Surviving Confession,"Comedy,Drama",2019
Erotic Ghost Story,"Crime,Drama,Fantasy",1993
Plague,"Drama,Horror,Sci-Fi",2014
Anukshanam,"Crime,Drama,Mystery",2014
Power,Action,2014
Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five,"Action,Adventure,Animation",2014
Teenage Mutant Ninja Turtles: Out of the Shadows,"Action,Adventure,Comedy",2016
The Taking of Tiger Mountain,"Action,Adventure,History",2014
